Year,Region,Sex,Age group,Value
2012,North East,,21 to 40,0.46236645315611347
2012,London,Male,21 to 40,3.355333134250234
2012,London,Female,21 to 40,1.9531578858749643
2012,East Midlands,Male,21 to 40,1.9355020340366833
2012,East Midlands,Female,21 to 40,0.8758668892536388
2012,East of England,Female,21 to 40,0.8080710132806471
2012,East of England,Male,21 to 40,1.8925261438968737
2012,North West,Female,21 to 40,0.6538347955622053
2012,North West,Male,21 to 40,1.42414094175154
2012,South East,Female,21 to 40,1.3636661163516295
2012,South East,Male,21 to 40,2.1997803885912055
2012,South West,Female,21 to 40,1.9158862091317523
2012,South West,Male,21 to 40,3.764257123856607
2012,West Midlands,Female,21 to 40,1.6617276428393386
2012,West Midlands,Male,21 to 40,1.6501082883564233
2012,Yorkshire and The Humber,Female,21 to 40,0.43668885046027006
2012,Yorkshire and The Humber,Male,21 to 40,1.8764840462769834
2012,,,41 to 60,1.178115445299658
2012,,Female,41 to 60,0.5120505868739789
2012,,Male,41 to 60,1.8488997972651553
2012,London,,41 to 60,2.658751279837585
2012,East Midlands,,41 to 60,0.8027279908039482
2012,East of England,,41 to 60,1.4434778024493935
2012,North West,,41 to 60,0.8912455051081474
2012,South East,,41 to 60,1.0133346394090907
2012,South West,,41 to 60,1.936440490417386
2012,West Midlands,,41 to 60,1.2160896771552148
2012,Yorkshire and The Humber,,41 to 60,1.4163363062232401
2012,North East,,41 to 60,0.9733781087263348
2012,London,Male,41 to 60,4.268192918254959
2012,London,Female,41 to 60,1.0897627685522204
2012,East Midlands,Male,41 to 60,1.294934217341759
2012,East of England,Female,41 to 60,0.6205167663630271
2012,East of England,Male,41 to 60,2.285441483810186
2012,North West,Female,41 to 60,0.3113467198585241
2012,North West,Male,41 to 60,1.4832283949243923
2012,South East,Female,41 to 60,0.9207447988381875
2012,South East,Male,41 to 60,1.1075772769445862
2012,South West,Female,41 to 60,0.40810274394681606
2012,South West,Male,41 to 60,3.3762729604146062
2012,West Midlands,Female,41 to 60,0.8053194030972585
2012,West Midlands,Male,41 to 60,1.6324131964282798
2012,Yorkshire and The Humber,Male,41 to 60,2.5622556960367597
2012,North East,Male,41 to 60,1.7012010479398456
2012,,,61 and over,0.48658068568078744
2012,,Female,61 and over,0.22678762006403416
2012,,Male,61 and over,0.7969961533777654
2012,London,,61 and over,1.6619370707528158
2012,East Midlands,,61 and over,0.8687418012492508
2012,East of England,,61 and over,0.5143001146889256
2012,North West,,61 and over,0.32079351483830404
2012,South East,,61 and over,0.30514179176208706
2012,South West,,61 and over,0.5133805301167353
2012,West Midlands,,61 and over,0.4828911659890094
2012,Yorkshire and The Humber,,61 and over,0.5163822261237768
2012,London,Male,61 and over,2.2186231224901825
2012,London,Female,61 and over,1.207476088200091
2012,East Midlands,Male,61 and over,1.2514730881141345
2012,East Midlands,Female,61 and over,0.5390390012685384
2012,East of England,Male,61 and over,0.9607809227339982
2012,North West,Male,61 and over,0.7016529540291018
2012,South East,Female,61 and over,0.2799834249812411
2012,South East,Male,61 and over,0.33526782870496097
2012,South West,Male,61 and over,1.1241205763847961
2012,West Midlands,Male,61 and over,0.876912985678257
2012,Yorkshire and The Humber,Male,61 and over,0.9464212028634921
2013,,Male,,0.8530739886926787
2013,,Female,,0.3100762532767922
2013,London,,,1.2237803573272306
2013,East Midlands,,,1.391779065511693
2013,North West,,,0.8728385455637911
2013,South East,,,0.6710061430043743
2013,South West,,,0.6322527761475574
2013,West Midlands,,,0.5462832298802125
2013,Yorkshire and The Humber,,,0.8243233850614992
2013,North East,,,0.6512209818803508
2013,London,Male,,1.6565266429503267
2013,London,Female,,0.5880691127048568
2013,East Midlands,Male,,2.0283617891914774
2013,East Midlands,Female,,0.7294287157206049
2013,North West,Female,,0.3325714675298005
2013,North West,Male,,1.0014266037274815
2013,South East,Female,,0.26851891010859574
2013,South East,Male,,0.7863440713241826
2013,South West,Female,,0.3288009942942067
2013,South West,Male,,0.8710873973347755
2013,West Midlands,Female,,0.2089760071163296
2013,West Midlands,Male,,0.7490452348417321
2013,Yorkshire and The Humber,Female,,0.3693124952451016
2013,Yorkshire and The Humber,Male,,1.2927869711408122
2013,North East,Female,,0.7507355331385925
2013,North East,Male,,0.547536321212965
2013,,,0 to 20,0.23728239721160713
2013,,Male,0 to 20,0.14629828757854388
2013,,Female,0 to 20,0.24320768925430344
2013,London,,0 to 20,0.6008782066096602
2013,East Midlands,,0 to 20,0.2612516741878121
2013,North West,,0 to 20,0.2807800969589831
2013,South East,,0 to 20,0.22619327129304287
2013,West Midlands,,0 to 20,0.27165442297544445
2013,Yorkshire and The Humber,,0 to 20,0.5150008718229044
2013,London,Male,0 to 20,0.36158617005216787
2013,London,Female,0 to 20,0.7566707621471668
2013,West Midlands,Male,0 to 20,0.3973957332944769
2013,Yorkshire and The Humber,Female,0 to 20,0.7504521474188198
2013,,,21 to 40,1.1595167157872086
2013,,Female,21 to 40,0.6469503642036483
2013,,Male,21 to 40,1.4136919838480977
2013,London,,21 to 40,1.8728138660463196
2013,East Midlands,,21 to 40,2.454796672698453
2013,North West,,21 to 40,1.80511240653757
2013,South East,,21 to 40,1.370652234003232
2013,South West,,21 to 40,1.0271604938271606
2013,West Midlands,,21 to 40,0.8259110314871698
2013,Yorkshire and The Humber,,21 to 40,1.2315360151841146
2013,North East,,21 to 40,1.2280712526940814
2013,London,Male,21 to 40,2.468623462197702
2013,London,Female,21 to 40,0.9387518087735744
2013,East Midlands,Male,21 to 40,2.63651431715158
2013,East Midlands,Female,21 to 40,2.273955685851273
2013,North West,Female,21 to 40,0.6548588342639605
2013,North West,Male,21 to 40,2.19319167508304
2013,South East,Female,21 to 40,0.6370186073135196
2013,South East,Male,21 to 40,1.468064998577812
2013,South West,Female,21 to 40,0.7980693107234976
2013,South West,Male,21 to 40,1.095267972956269
2013,West Midlands,Female,21 to 40,0.4148184201502196
2013,West Midlands,Male,21 to 40,0.9592549603759184
2013,Yorkshire and The Humber,Female,21 to 40,0.5821916312863961
2013,Yorkshire and The Humber,Male,21 to 40,1.87500631011739
2013,North East,Female,21 to 40,0.9166462967489611
2013,North East,Male,21 to 40,1.5425052753680417
2013,,,41 to 60,0.7934681700243594
2013,,Female,41 to 60,0.2419871988771794
2013,,Male,41 to 60,1.2172352474928794
2013,London,,41 to 60,1.3735845946600918
2013,East Midlands,,41 to 60,1.9101451789925417
2013,North West,,41 to 60,1.1464806171817838
2013,South East,,41 to 60,0.5006508460999299
2013,South West,,41 to 60,0.9608752200575839
2013,West Midlands,,41 to 60,0.7373197755866719
2013,Yorkshire and The Humber,,41 to 60,1.194917803712961
2013,North East,,41 to 60,1.1096639244096935
2013,London,Male,41 to 60,2.2799795000104086
2013,London,Female,41 to 60,0.29135237029720856
2013,East Midlands,Male,41 to 60,3.3722859120347253
2013,East Midlands,Female,41 to 60,0.4733907082871777
2013,North West,Female,41 to 60,0.4119914223385869
2013,North West,Male,41 to 60,1.2657934098575772
2013,South East,Male,41 to 60,0.6736359923710724
2013,South West,Male,41 to 60,1.6756921306704724
2013,West Midlands,Male,41 to 60,1.2154573766108188
2013,Yorkshire and The Humber,Male,41 to 60,2.262241910010845
2013,North East,Female,41 to 60,1.6317472749820507
2013,,,61 and over,0.30083373922012435
2013,,Female,61 and over,0.07914721513927932
2013,,Male,61 and over,0.5172097630395633
2013,London,,61 and over,0.49002472991470303
2013,East Midlands,,61 and over,0.8546683886651979
2013,South East,,61 and over,0.6010072882150483
2013,South West,,61 and over,0.5058717253839204
2013,West Midlands,,61 and over,0.23858338727968811
2013,Yorkshire and The Humber,,61 and over,0.255230524209466
2013,London,Male,61 and over,0.906596943317746
2013,East Midlands,Male,61 and over,1.6373579591970395
2013,South East,Male,61 and over,1.098038354479722
2013,South West,Male,61 and over,0.6310880273134898
2013,Yorkshire and The Humber,Male,61 and over,0.5592559658630158
2014,,Male,,1.050520869635015
2014,,Female,,0.40240221930920955
2014,London,,,1.4990591647031528
2014,East Midlands,,,0.4097111902692298
2014,East of England,,,0.8806352138107529
2014,North West,,,0.813123134460705
2014,South East,,,0.698684602276044
2014,South West,,,1.0694589625547384
2014,West Midlands,,,0.7701350046663179
2014,Yorkshire and The Humber,,,0.8208913873008475
2014,North East,,,0.8401082975969084
2014,London,Male,,1.9130759687190821
2014,London,Female,,0.9989151317057986
2014,East Midlands,Male,,0.5244613126742195
2014,East Midlands,Female,,0.29795462661815963
2014,East of England,Female,,0.4581376703699462
2014,East of England,Male,,1.3164410320492632
2014,North West,Female,,0.30372904718265076
2014,North West,Male,,1.3385195745672167
2014,South East,Female,,0.3548452342510814
2014,South East,Male,,0.9622411972113333
2014,South West,Female,,0.2536435901728327
2014,South West,Male,,1.8021231263081818
2014,West Midlands,Female,,0.3807547181567041
2014,West Midlands,Male,,0.7789582142028868
2014,Yorkshire and The Humber,Female,,0.5517499116280559
2014,Yorkshire and The Humber,Male,,1.0979009647899374
2014,North East,Female,,0.5990292730630015
2014,North East,Male,,1.0910088402887745
2014,,,0 to 20,0.2673566208411201
2014,,Male,0 to 20,0.1577563838547748
2014,,Female,0 to 20,0.34426335483619247
2014,London,,0 to 20,0.6373019185974259
2014,East Midlands,,0 to 20,0.2602745549522006
2014,East of England,,0 to 20,0.26804118184717896
2014,South East,,0 to 20,0.3146297908565886
2014,West Midlands,,0 to 20,0.4735892790212128
2014,Yorkshire and The Humber,,0 to 20,0.4415394419824532
2014,London,Male,0 to 20,0.26685951714438966
2014,London,Female,0 to 20,1.0255702636834383
2014,South East,Female,0 to 20,0.2773907149930606
2014,South East,Male,0 to 20,0.2623914355435438
2014,West Midlands,Female,0 to 20,0.555408218097699
2014,Yorkshire and The Humber,Female,0 to 20,0.600578056379265
2014,,,21 to 40,1.1495979427827507
2014,,Female,21 to 40,0.7508969698960712
2014,,Male,21 to 40,1.5012375240417912
2014,London,,21 to 40,2.0262946611121833
2014,East Midlands,,21 to 40,0.9590302286328065
2014,East of England,,21 to 40,1.7433623156142906
2014,North West,,21 to 40,1.1478451939448433
2014,South East,,21 to 40,1.231063283036039
2014,South West,,21 to 40,0.6300820051729732
2014,West Midlands,,21 to 40,1.2327990291022757
2014,Yorkshire and The Humber,,21 to 40,1.0873969963195236
2014,North East,,21 to 40,1.3792596134395056
2014,London,Male,21 to 40,2.5790051785101418
2014,London,Female,21 to 40,1.4684189799827796
2014,East Midlands,Male,21 to 40,1.0471807276858875
2014,East Midlands,Female,21 to 40,0.8710422019946866
2014,East of England,Female,21 to 40,1.0709017260258569
2014,East of England,Male,21 to 40,2.418259471180393
2014,North West,Female,21 to 40,0.32762787589019227
2014,North West,Male,21 to 40,1.9697059229057101
2014,South East,Female,21 to 40,0.9085259711234105
2014,South East,Male,21 to 40,1.5560042542986905
2014,South West,Male,21 to 40,0.9350557059436816
2014,West Midlands,Female,21 to 40,0.5509535628789527
2014,West Midlands,Male,21 to 40,1.3622530575769878
2014,Yorkshire and The Humber,Female,21 to 40,0.8735366441342742
2014,Yorkshire and The Humber,Male,21 to 40,1.2994926203257973
2014,North East,Female,21 to 40,1.2216165040389697
2014,North East,Male,21 to 40,1.5380403520266757
2014,,,41 to 60,1.036943156456127
2014,,Female,41 to 60,0.35460461528201764
2014,,Male,41 to 60,1.643164330752079
2014,London,,41 to 60,1.9686873081130085
2014,East Midlands,,41 to 60,0.3162647863670901
2014,East of England,,41 to 60,1.1686971241439295
2014,North West,,41 to 60,1.3519767459999688
2014,South East,,41 to 60,0.9081070014224258
2014,South West,,41 to 60,1.842199886875281
2014,West Midlands,,41 to 60,1.001092525642985
2014,Yorkshire and The Humber,,41 to 60,0.9803598901156615
2014,North East,,41 to 60,1.5296430925489697
2014,London,Male,41 to 60,2.902614384776368
2014,London,Female,41 to 60,0.85791498062542
2014,East Midlands,Male,41 to 60,0.6384758304974365
2014,East of England,Female,41 to 60,0.3647456324750058
2014,East of England,Male,41 to 60,1.9919053944532905
2014,North West,Female,41 to 60,0.5130530968911035
2014,North West,Male,41 to 60,2.213900766642208
2014,South East,Male,41 to 60,1.5004488842912171
2014,South West,Female,41 to 60,0.40245443545033305
2014,South West,Male,41 to 60,3.332347513860483
2014,West Midlands,Male,41 to 60,1.2102972086512045
2014,Yorkshire and The Humber,Female,41 to 60,0.5566541744192357
2014,Yorkshire and The Humber,Male,41 to 60,1.4095068417462098
2014,North East,Female,41 to 60,0.8170312895749531
2014,North East,Male,41 to 60,2.2731211942978753
2014,,,61 and over,0.4365690209636923
2014,,Female,61 and over,0.12995627231349197
2014,,Male,61 and over,0.7838010755902367
2014,London,,61 and over,0.6405631831506261
2014,East of England,,61 and over,0.28389693973293817
2014,North West,,61 and over,0.5630658812106166
2014,South East,,61 and over,0.24592586908972508
2014,South West,,61 and over,1.4192207910169001
2014,West Midlands,,61 and over,0.31329424987566135
2014,Yorkshire and The Humber,,61 and over,0.7539854413788886
2014,London,Male,61 and over,1.240980729342103
2014,East of England,Male,61 and over,0.46224178018554385
2014,North West,Male,61 and over,0.951039146129882
2014,South East,Male,61 and over,0.4304328971254615
2014,South West,Male,61 and over,2.7826000924441585
2014,Yorkshire and The Humber,Male,61 and over,1.4638582546052066
2015,,Male,,0.9883257527916695
2015,,Female,,0.41470427544064675
2015,London,,,1.5333686968890947
2015,East Midlands,,,1.0690526782121506
2015,East of England,,,0.7570208333779043
2015,North West,,,0.6412190968986602
2015,South East,,,0.6928990033765415
2015,South West,,,0.49349500473389657
2015,West Midlands,,,0.8520257346548428
2015,Yorkshire and The Humber,,,0.6492812641914334
2015,North East,,,0.34290665204614307
2015,London,Male,,2.1580169634056015
2015,London,Female,,0.8936343674363303
2015,East Midlands,Male,,1.5589834907978835
2015,East Midlands,Female,,0.591255916254512
2015,East of England,Female,,0.32435044768470545
2015,East of England,Male,,1.1692522731934551
2015,North West,Female,,0.43962819544440773
2015,North West,Male,,0.8488013227719813
2015,South East,Female,,0.3741575951790894
2015,South East,Male,,0.9990071231478351
2015,South West,Female,,0.5389704371122107
2015,South West,Male,,0.44641262812042426
2015,West Midlands,Female,,0.6193565436051093
2015,West Midlands,Male,,1.0897236249972757
2015,Yorkshire and The Humber,Female,,0.18300505276950696
2015,Yorkshire and The Humber,Male,,1.1284936753571966
2015,North East,Female,,0.22430845702698582
2015,North East,Male,,0.46613635886906
2015,,,0 to 20,0.1732488332773884
2015,,Male,0 to 20,0.15695673922132797
2015,,Female,0 to 20,0.1903749472661396
2015,London,,0 to 20,0.44774502174697567
2015,North West,,0 to 20,0.16764731029449484
2015,South East,,0 to 20,0.26812682577610425
2015,West Midlands,,0 to 20,0.20225909929977898
2015,Yorkshire and The Humber,,0 to 20,0.22016134891390737
2015,London,Male,0 to 20,0.4372314852141429
2015,London,Female,0 to 20,0.4587766262484459
2015,South East,Female,0 to 20,0.36765381716575674
2015,West Midlands,Female,0 to 20,0.41529676414604605
2015,Yorkshire and The Humber,Male,0 to 20,0.43135303945730036
2015,,,21 to 40,1.1282182862782952
2015,,Female,21 to 40,0.862084230755251
2015,,Male,21 to 40,1.381888160888013
2015,London,,21 to 40,2.366947160863318
2015,East Midlands,,21 to 40,1.3798539597065396
2015,East of England,,21 to 40,0.9289289714367612
2015,North West,,21 to 40,1.302737104938188
2015,South East,,21 to 40,0.9520907913778659
2015,South West,,21 to 40,0.856910044699544
2015,West Midlands,,21 to 40,1.2216459371449593
2015,Yorkshire and The Humber,,21 to 40,1.0078192375415544
2015,North East,,21 to 40,0.6092211716541573
2015,London,Male,21 to 40,3.2622382869334308
2015,London,Female,21 to 40,1.391462911218703
2015,East Midlands,Male,21 to 40,1.5510956767516608
2015,East Midlands,Female,21 to 40,1.2083382242261456
2015,East of England,Female,21 to 40,0.5303710343163318
2015,East of England,Male,21 to 40,1.328157062541588
2015,North West,Female,21 to 40,1.3035855119506201
2015,North West,Male,21 to 40,1.3018898015377487
2015,South East,Female,21 to 40,0.5428405215973625
2015,South East,Male,21 to 40,1.3631716460297627
2015,South West,Female,21 to 40,1.2599377590747016
2015,South West,Male,21 to 40,0.4624420020655743
2015,West Midlands,Female,21 to 40,1.3658067547338861
2015,West Midlands,Male,21 to 40,1.0792521861602096
2015,Yorkshire and The Humber,Female,21 to 40,0.5783623092850285
2015,Yorkshire and The Humber,Male,21 to 40,1.4336300947629492
2015,,,41 to 60,1.0257910376060757
2015,,Female,41 to 60,0.4096172672793631
2015,,Male,41 to 60,1.6464711219474601
2015,London,,41 to 60,1.7399629999219368
2015,East Midlands,,41 to 60,2.1265351417808236
2015,East of England,,41 to 60,1.5869121253514096
2015,North West,,41 to 60,0.8308520283694426
2015,South East,,41 to 60,0.9827953484296159
2015,South West,,41 to 60,0.8834966896058654
2015,West Midlands,,41 to 60,1.2646676486700024
2015,Yorkshire and The Humber,,41 to 60,0.8393052231362879
2015,North East,,41 to 60,0.5589254100067211
2015,London,Male,41 to 60,2.8369786933443533
2015,London,Female,41 to 60,0.6548059482572339
2015,East Midlands,Male,41 to 60,3.499473488306987
2015,East Midlands,Female,41 to 60,0.7800251168087613
2015,East of England,Female,41 to 60,0.6035979265204028
2015,East of England,Male,41 to 60,2.592477371376087
2015,North West,Female,41 to 60,0.30714354455936166
2015,North West,Male,41 to 60,1.3698745616401402
2015,South East,Female,41 to 60,0.324422001651308
2015,South East,Male,41 to 60,1.57147914233631
2015,South West,Female,41 to 60,0.9352749641589273
2015,South West,Male,41 to 60,0.829895032110022
2015,West Midlands,Female,41 to 60,0.39636035498033395
2015,West Midlands,Male,41 to 60,2.1462566601026984
2015,Yorkshire and The Humber,Male,41 to 60,1.5498218409347397
2015,North East,Male,41 to 60,0.8575201660159041
2015,,,61 and over,0.3749845579275798
2015,,Female,61 and over,0.12847094777257712
2015,,Male,61 and over,0.6649808394839023
2015,London,,61 and over,0.9434525962243028
2015,East Midlands,,61 and over,0.4586276576326191
2015,East of England,,61 and over,0.279627201015606
2015,North West,,61 and over,0.18560279146598366
2015,South East,,61 and over,0.5333385051006555
2015,South West,,61 and over,0.20966338543468463
2015,West Midlands,,61 and over,0.6966154551104871
2015,Yorkshire and The Humber,,61 and over,0.49625862352745587
2015,London,Male,61 and over,1.3893713094824593
2015,London,Female,61 and over,0.5746102705839764
2015,East Midlands,Male,61 and over,0.7871753393709682
2015,East of England,Male,61 and over,0.6059412539954251
2015,North West,Male,61 and over,0.4017166692331898
2015,South East,Female,61 and over,0.26850419000788506
2015,South East,Male,61 and over,0.8464005230755232
2015,South West,Male,61 and over,0.4556120008201016
2015,West Midlands,Male,61 and over,1.1722367449330067
2015,Yorkshire and The Humber,Male,61 and over,1.0798436386411248
2016,,Male,,0.9203873014472874
2016,,Female,,0.4598685076635734
2016,London,,,1.6841353990240207
2016,East Midlands,,,0.7196624698350301
2016,East of England,,,0.6198473152944716
2016,North West,,,1.0249842685691484
2016,South East,,,0.48746457157348133
2016,South West,,,0.525747771962524
2016,West Midlands,,,0.4999367321445872
2016,Yorkshire and The Humber,,,0.7187958289936803
2016,North East,,,0.6826332044926366
2016,London,Male,,2.1464661745474327
2016,London,Female,,1.2021954356949065
2016,East Midlands,Male,,1.027824934005074
2016,East Midlands,Female,,0.41851353200728714
2016,East of England,Female,,0.3859910964720414
2016,East of England,Male,,0.860453617909614
2016,North West,Female,,0.6832966494138818
2016,North West,Male,,1.3479776123384883
2016,South East,Female,,0.3057394056382277
2016,South East,Male,,0.6745766019957574
2016,South West,Female,,0.42789871066986834
2016,South West,Male,,0.6269474555337518
2016,West Midlands,Female,,0.375672154326121
2016,West Midlands,Male,,0.6265993513304271
2016,Yorkshire and The Humber,Female,,0.363969494988686
2016,Yorkshire and The Humber,Male,,1.082793367927959
2016,North East,Female,,0.4469303704829306
2016,North East,Male,,0.9271012556813925
2016,,,0 to 20,0.16595414969580605
2016,,Male,0 to 20,0.13187772297525735
2016,,Female,0 to 20,0.1891910367845394
2016,London,,0 to 20,0.39725488049690405
2016,East of England,,0 to 20,0.26414984692516374
2016,North West,,0 to 20,0.2222098772290428
2016,Yorkshire and The Humber,,0 to 20,0.3648897266757013
2016,London,Female,0 to 20,0.5432327236149602
2016,East of England,Male,0 to 20,0.3859613009468917
2016,North West,Female,0 to 20,0.3417284625636469
2016,Yorkshire and The Humber,Male,0 to 20,0.5715706475609651
2016,,,21 to 40,1.067482061396721
2016,,Female,21 to 40,0.695488562748543
2016,,Male,21 to 40,1.4362082814527029
2016,London,,21 to 40,2.2902851339555057
2016,East Midlands,,21 to 40,0.9365137339739087
2016,East of England,,21 to 40,0.8581299895308141
2016,North West,,21 to 40,2.153739295242659
2016,South East,,21 to 40,0.8115569313950349
2016,South West,,21 to 40,0.8508242166229395
2016,West Midlands,,21 to 40,0.46879405408410035
2016,Yorkshire and The Humber,,21 to 40,0.9288859228052926
2016,London,Male,21 to 40,3.0990214839664376
2016,London,Female,21 to 40,1.459358200797075
2016,East Midlands,Male,21 to 40,1.1870362079958758
2016,East Midlands,Female,21 to 40,0.6839185111094014
2016,East of England,Female,21 to 40,0.6605351391483324
2016,East of England,Male,21 to 40,1.055464668320228
2016,North West,Female,21 to 40,1.6212114989289195
2016,North West,Male,21 to 40,2.682400555364211
2016,South East,Female,21 to 40,0.6313364761864391
2016,South East,Male,21 to 40,0.991705733862243
2016,South West,Female,21 to 40,0.4695408829246762
2016,South West,Male,21 to 40,1.223350083034887
2016,West Midlands,Male,21 to 40,0.7972426035817454
2016,Yorkshire and The Humber,Female,21 to 40,0.4312073374240536
2016,Yorkshire and The Humber,Male,21 to 40,1.420848104233417
2016,,,41 to 60,0.9864391005189473
2016,,Female,41 to 60,0.6453924920472359
2016,,Male,41 to 60,1.324869817013397
2016,London,,41 to 60,2.2607346834071764
2016,East Midlands,,41 to 60,1.0190667386807162
2016,East of England,,41 to 60,0.9696117613906656
2016,North West,,41 to 60,1.193693974232818
2016,South East,,41 to 60,0.6913089854308665
2016,South West,,41 to 60,0.744784645519748
2016,West Midlands,,41 to 60,1.0617162377554257
2016,Yorkshire and The Humber,,41 to 60,0.9079613543710308
2016,North East,,41 to 60,1.9649867433572923
2016,London,Male,41 to 60,3.0557338066942794
2016,London,Female,41 to 60,1.471264367816092
2016,East Midlands,Male,41 to 60,1.2675978229007392
2016,East Midlands,Female,41 to 60,0.7757205668345326
2016,East of England,Female,41 to 60,0.5992875669404212
2016,East of England,Male,41 to 60,1.3483349901510258
2016,North West,Female,41 to 60,0.5115073815630233
2016,North West,Male,41 to 60,1.7908139670848393
2016,South East,Female,41 to 60,0.24161690029678606
2016,South East,Male,41 to 60,1.1499275545640626
2016,South West,Female,41 to 60,0.9310751656981268
2016,South West,Male,41 to 60,0.5516343546843411
2016,West Midlands,Female,41 to 60,0.7902275196733726
2016,West Midlands,Male,41 to 60,1.3374008150120567
2016,Yorkshire and The Humber,Female,41 to 60,0.6934851233571337
2016,Yorkshire and The Humber,Male,41 to 60,1.1255193216495047
2016,North East,Female,41 to 60,1.3716555608288092
2016,North East,Male,41 to 60,2.5865785313981893
2016,,,61 and over,0.4653854513937747
2016,,Female,61 and over,0.25370980824358985
2016,,Male,61 and over,0.7133810367269364
2016,London,,61 and over,1.463205390140614
2016,East Midlands,,61 and over,0.8124664857574625
2016,East of England,,61 and over,0.3445464837997689
2016,North West,,61 and over,0.42800471538909296
2016,South East,,61 and over,0.38186376246546516
2016,South West,,61 and over,0.41310023464093326
2016,West Midlands,,61 and over,0.30596525152638415
2016,Yorkshire and The Humber,,61 and over,0.6535098790271525
2016,London,Male,61 and over,1.8662128941738532
2016,London,Female,61 and over,1.1282065746238137
2016,East Midlands,Male,61 and over,1.5458070948681137
2016,East of England,Male,61 and over,0.5964798740234506
2016,North West,Male,61 and over,0.6601618716909387
2016,South East,Female,61 and over,0.26478048814930794
2016,South East,Male,61 and over,0.5197645674415317
2016,South West,Male,61 and over,0.746459170922728
2016,Yorkshire and The Humber,Male,61 and over,1.2414781393435064
